"participant","condsFile","order","trial","nTrip","totalListTime","meanListTime","totalShelfTime","meanShelfTime","totalTime","totalCorrect","meanCorrect","meanCorBefInc","totalInCorrect","meanIncorrect","maxCorrect","maxIncorrect","totalClickeds","meanclickeds","meanMU","Timestamp","What.is.your.child.s.gender.","What.is.your.child.s.age.","Please.enter.your.child.s.birth.date.","Caregiver.1..What.is.the.highest.level.of.education.","Caregiver.2..What.is.the.highest.level.of.education.","Is.your.child.currently.going.to.school..If.yes..what.grade...In.the.summer..What.grade.has.your.child.just.completed..","Which.group.below.most.accurately.describes.your.child.s.ethnic.background.","Which.group.help.most.accurately.describes.your.child.s.racial.background.","How.many.days.per.week.does.your.child.spend.using.a.touchscreen.device...e.g..iPad..tablet..smartphone.","On.these.days..how.many.hours.does.your.child.typically.spend.using.the.touchscreen.device.","Which.types.of.activities.does.your.child.usually.engage.in.on.the.touchscreen.device.","Does.your.child.have.colorblindness.","At.what.age.did.your.child.first.begin.to.play.with.a.touchscreen.device.","Have.you.ever.had.any.developmental.concerns.or.have.you.ever.been.referred.to.early.intervention..If.yes..what.it.is.","Does.your.child.hear.any.other.language.other.than.English.on.a.daily.basis..If.yes..which.."
"17","longDelay","D",2,5,22.2219781205058,4.44439562410116,32.6187755567953,6.52375511135906,54.8407536773011,6,1.2,1.2,0,0,2,0,6,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","longDelay","D",3,3,11.7457733196206,3.91525777320688,27.0323203578591,9.01077345261971,38.7780936774798,6,2,2,0,0,2,0,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","longDelay","D",4,1,6.22417532000691,6.22417532000691,41.8415527599864,41.8415527599864,48.0657280799933,7,7,4,3,3,7,3,10,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","noDelay","D",1,3,9.25016613816842,3.08338871272281,21.2410377976485,7.08034593254949,30.4912039358169,6,2,2,0,0,3,0,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","noDelay","D",2,4,12.1523430175148,3.0380857543787,32.67629065644,8.16907266410999,44.8286336739548,7,1.75,1.75,0,0,2,0,7,1.75,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","noDelay","D",3,3,15.4909071791917,5.16363572639724,30.6331684379838,10.2110561459946,46.1240756171755,7,2.33333333333333,2.33333333333333,0,0,3,0,7,2.33333333333333,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","noDelay","D",4,1,3.29608205985278,3.29608205985278,36.7459927992895,36.7459927992895,40.0420748591423,6,6,3,4,4,6,4,10,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","longDelay","B",1,4,20.5639285403304,5.1409821350826,52.6175571396016,13.1543892849004,73.1814856799319,7,1.75,1.75,0,0,3,0,7,1.75,1.75,"12/6/2024 17:10:57","Male",6,"11/6/2018","Master's degree","PhD degree","Kindergarten","Not Hispanic or Latino","Asian","1-2 days","1-2 hours","playing games, reading books","No","4","No","Hindi, Bengali"
"18","longDelay","B",2,5,23.7865624199621,4.75731248399243,39.5944945779629,7.91889891559258,63.381056997925,7,1.4,1.4,0,0,2,0,7,1.4,1.4,"12/6/2024 17:10:57","Male",6,"11/6/2018","Master's degree","PhD degree","Kindergarten","Not Hispanic or Latino","Asian","1-2 days","1-2 hours","playing games, reading books","No","4","No","Hindi, Bengali"
"18","longDelay","B",3,3,24.5696543194354,8.18988477314512,45.2232505390421,15.0744168463474,69.7929048584774,7,2.33333333333333,2.33333333333333,0,0,3,0,7,2.33333333333333,2.33333333333333,"12/6/2024 17:10:57","Male",6,"11/6/2018","Master's degree","PhD degree","Kindergarten","Not Hispanic or Latino","Asian","1-2 days","1-2 hours","playing games, reading books","No","4","No","Hindi, Bengali"
"18","longDelay","B",4,1,7.71921553928405,7.71921553928405,22.6724893995561,22.6724893995561,30.3917049388401,5,5,3,5,5,5,5,10,10,0,"12/6/2024 17:10:57","Male",6,"11/6/2018","Master's degree","PhD degree","Kindergarten","Not Hispanic or Latino","Asian","1-2 days","1-2 hours","playing games, reading books","No","4","No","Hindi, Bengali"
"18","noDelay","B",1,4,23.0794681389816,5.7698670347454,56.0691140000708,14.0172785000177,79.1485821390525,6,1.5,1.5,0,0,2,0,6,1.5,1.5,"12/6/2024 17:10:57","Male",6,"11/6/2018","Master's degree","PhD degree","Kindergarten","Not Hispanic or Latino","Asian","1-2 days","1-2 hours","playing games, reading books","No","4","No","Hindi, Bengali"
"18","noDelay","B",2,3,15.5310749202035,5.17702497340118,46.6104430193081,15.5368143397694,62.1415179395117,7,2.33333333333333,2.33333333333333,1,0.333333333333333,3,1,8,2.66666666666667,2,"12/6/2024 17:10:57","Male",6,"11/6/2018","Master's degree","PhD degree","Kindergarten","Not Hispanic or Latino","Asian","1-2 days","1-2 hours","playing games, reading books","No","4","No","Hindi, Bengali"
"18","noDelay","B",3,4,25.2150589404628,6.30376473511569,52.5279611186124,13.1319902796531,77.7430200590752,6,1.5,1.5,0,0,2,0,6,1.5,1.5,"12/6/2024 17:10:57","Male",6,"11/6/2018","Master's degree","PhD degree","Kindergarten","Not Hispanic or Latino","Asian","1-2 days","1-2 hours","playing games, reading books","No","4","No","Hindi, Bengali"
"18","noDelay","B",4,1,7.00211242027581,7.00211242027581,57.3277412992902,57.3277412992902,64.329853719566,7,7,6,3,3,7,3,10,10,4,"12/6/2024 17:10:57","Male",6,"11/6/2018","Master's degree","PhD degree","Kindergarten","Not Hispanic or Latino","Asian","1-2 days","1-2 hours","playing games, reading books","No","4","No","Hindi, Bengali"
"20","longDelay","D",1,4,26.9246391002089,6.73115977505222,58.4587768572383,14.6146942143096,85.3834159574471,7,1.75,1.75,1,0.25,2,1,8,2,1.5,"12/6/2024 18:09:38","Female",6,"11/1/2018","Other professional degree","College degree","First grade","Not Hispanic or Latino","White","1-2 days","0-1 hour","playing games, watching videos","No","3","Mild speech delay, briefly had speech therapy","No"
"20","longDelay","D",2,3,23.618682579603,7.87289419320102,34.5229864581488,11.5076621527163,58.1416690377519,8,2.66666666666667,2.66666666666667,0,0,4,0,8,2.66666666666667,2.66666666666667,"12/6/2024 18:09:38","Female",6,"11/1/2018","Other professional degree","College degree","First grade","Not Hispanic or Latino","White","1-2 days","0-1 hour","playing games, watching videos","No","3","Mild speech delay, briefly had speech therapy","No"
"20","longDelay","D",3,3,26.1567861195654,8.71892870652179,28.4346481170505,9.47821603901684,54.5914342366159,6,2,2,0,0,2,0,6,2,2,"12/6/2024 18:09:38","Female",6,"11/1/2018","Other professional degree","College degree","First grade","Not Hispanic or Latino","White","1-2 days","0-1 hour","playing games, watching videos","No","3","Mild speech delay, briefly had speech therapy","No"
"20","longDelay","D",4,1,9.41111081978306,9.41111081978306,42.3677528994158,42.3677528994158,51.7788637191989,8,8,3,2,2,8,2,10,10,6,"12/6/2024 18:09:38","Female",6,"11/1/2018","Other professional degree","College degree","First grade","Not Hispanic or Latino","White","1-2 days","0-1 hour","playing games, watching videos","No","3","Mild speech delay, briefly had speech therapy","No"
"20","noDelay","D",1,4,23.7025364967994,5.92563412419986,36.3466257550754,9.08665643876884,60.0491622518748,6,1.5,1.5,0,0,3,0,6,1.5,1.5,"12/6/2024 18:09:38","Female",6,"11/1/2018","Other professional degree","College degree","First grade","Not Hispanic or Latino","White","1-2 days","0-1 hour","playing games, watching videos","No","3","Mild speech delay, briefly had speech therapy","No"
"20","noDelay","D",2,4,14.425464337226,3.6063660843065,44.7009764756076,11.1752441189019,59.1264408128336,6,1.5,1.5,0,0,3,0,6,1.5,1.5,"12/6/2024 18:09:38","Female",6,"11/1/2018","Other professional degree","College degree","First grade","Not Hispanic or Latino","White","1-2 days","0-1 hour","playing games, watching videos","No","3","Mild speech delay, briefly had speech therapy","No"
"20","noDelay","D",3,3,17.7751341778785,5.9250447259595,19.6521333768032,6.55071112560108,37.4272675546817,6,2,2,0,0,3,0,6,2,2,"12/6/2024 18:09:38","Female",6,"11/1/2018","Other professional degree","College degree","First grade","Not Hispanic or Latino","White","1-2 days","0-1 hour","playing games, watching videos","No","3","Mild speech delay, briefly had speech therapy","No"
"20","noDelay","D",4,1,6.08234185958281,6.08234185958281,34.348292958457,34.348292958457,40.4306348180398,6,6,5,4,4,6,4,10,10,2,"12/6/2024 18:09:38","Female",6,"11/1/2018","Other professional degree","College degree","First grade","Not Hispanic or Latino","White","1-2 days","0-1 hour","playing games, watching videos","No","3","Mild speech delay, briefly had speech therapy","No"
"22","longDelay","B",1,4,17.1708048805594,4.29270122013986,47.4810327636078,11.870258190902,64.6518376441672,7,1.75,1.5,2,0.5,2,1,9,2.25,1.25,"12/20/2024 11:00:52","Female",5.5,"3/28/2019","Master's degree","Master's degree","Kindergarten","Not Hispanic or Latino","White","1-2 days","0-1 hour","playing games","No","4","No","No"
"22","longDelay","B",2,1,2.91646753996611,2.91646753996611,22.3794977203943,22.3794977203943,25.2959652603604,6,6,2,4,4,6,4,10,10,2,"12/20/2024 11:00:52","Female",5.5,"3/28/2019","Master's degree","Master's degree","Kindergarten","Not Hispanic or Latino","White","1-2 days","0-1 hour","playing games","No","4","No","No"
"22","longDelay","B",3,1,4.52732403995469,4.52732403995469,18.7292838203721,18.7292838203721,23.2566078603268,6,6,1,4,4,6,4,10,10,2,"12/20/2024 11:00:52","Female",5.5,"3/28/2019","Master's degree","Master's degree","Kindergarten","Not Hispanic or Latino","White","1-2 days","0-1 hour","playing games","No","4","No","No"
